Stats,,,,,,,,,
Total Exited,2037,,,,,,,,
Total Records,10000,,,,,,,,
exit ratio,20.40%,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,RowNumber,Exited,Probability,Total Select,Total Select Percent,Random Select,Random Select,Model Select,Model Select Percent
,8266,1,0.581325597,385,0.0385,78.4245,0.0385,257,12.60%
,1334,0,0.581301978,386,0.0386,78.6282,0.0386,257,12.60%
,4713,1,0.580815394,387,0.0387,78.8319,0.0387,258,12.70%
,6554,1,0.580389988,388,0.0388,79.0356,0.0388,259,12.70%
,596,0,0.579685066,389,0.0389,79.2393,0.0389,259,12.70%
,2787,1,0.579614782,390,0.039,79.443,0.039,260,12.80%
,8171,1,0.579517966,391,0.0391,79.6467,0.0391,261,12.80%
,5932,1,0.579433553,392,0.0392,79.8504,0.0392,262,12.90%
,7899,0,0.579060081,393,0.0393,80.0541,0.0393,262,12.90%
,6568,1,0.578518206,394,0.0394,80.2578,0.0394,263,12.90%
,3647,1,0.577732776,395,0.0395,80.4615,0.0395,264,13.00%
,6344,1,0.577650035,396,0.0396,80.6652,0.0396,265,13.00%
,2309,0,0.577429586,397,0.0397,80.8689,0.0397,265,13.00%
,6858,1,0.577314876,398,0.0398,81.0726,0.0398,266,13.10%
,6726,0,0.576924525,399,0.0399,81.2763,0.0399,266,13.10%
,5858,1,0.576140663,400,0.04,81.48,0.04,267,13.10%
,1245,0,0.575537516,401,0.0401,81.6837,0.0401,267,13.10%
,6776,1,0.575513132,402,0.0402,81.8874,0.0402,268,13.20%
,4720,1,0.575464158,403,0.0403,82.0911,0.0403,269,13.20%
,4833,0,0.575311115,404,0.0404,82.2948,0.0404,269,13.20%
,9672,0,0.574612056,405,0.0405,82.4985,0.0405,269,13.20%
,3338,1,0.574188831,406,0.0406,82.7022,0.0406,270,13.30%
,476,1,0.574125898,407,0.0407,82.9059,0.0407,271,13.30%
,1006,1,0.574028441,408,0.0408,83.1096,0.0408,272,13.40%
,564,1,0.57385792,409,0.0409,83.3133,0.0409,273,13.40%
,7963,1,0.573818432,410,0.041,83.517,0.041,274,13.50%
,1126,0,0.573357996,411,0.0411,83.7207,0.0411,274,13.50%
,7950,1,0.572707501,412,0.0412,83.9244,0.0412,275,13.50%
,9534,1,0.572493639,413,0.0413,84.1281,0.0413,276,13.50%
,6670,1,0.572326149,414,0.0414,84.3318,0.0414,277,13.60%
,4639,0,0.572036993,415,0.0415,84.5355,0.0415,277,13.60%
,7030,1,0.571970858,416,0.0416,84.7392,0.0416,278,13.60%
,9711,0,0.571842949,417,0.0417,84.9429,0.0417,278,13.60%
,430,1,0.571667629,418,0.0418,85.1466,0.0418,279,13.70%
,5949,0,0.571235717,419,0.0419,85.3503,0.0419,279,13.70%
,3334,0,0.570838476,420,0.042,85.554,0.042,279,13.70%
,4171,0,0.570658358,421,0.0421,85.7577,0.0421,279,13.70%
,4257,0,0.569208969,422,0.0422,85.9614,0.0422,279,13.70%
,9649,0,0.568911494,423,0.0423,86.1651,0.0423,279,13.70%
,8011,1,0.568744486,424,0.0424,86.3688,0.0424,280,13.70%
,6471,0,0.568285909,425,0.0425,86.5725,0.0425,280,13.70%
,7774,1,0.567968492,426,0.0426,86.7762,0.0426,281,13.80%
,5407,0,0.567873265,427,0.0427,86.9799,0.0427,281,13.80%
,1236,0,0.567416268,428,0.0428,87.1836,0.0428,281,13.80%
,9859,1,0.567133669,429,0.0429,87.3873,0.0429,282,13.80%
,5291,1,0.566164206,430,0.043,87.591,0.043,283,13.90%
,9235,1,0.56600417,431,0.0431,87.7947,0.0431,284,13.90%
,6153,0,0.565856665,432,0.0432,87.9984,0.0432,284,13.90%
,1390,1,0.565362172,433,0.0433,88.2021,0.0433,285,14.00%
,7094,1,0.5649881,434,0.0434,88.4058,0.0434,286,14.00%
,9286,0,0.564845286,435,0.0435,88.6095,0.0435,286,14.00%
,4591,0,0.564841826,436,0.0436,88.8132,0.0436,286,14.00%
,6760,0,0.564538911,437,0.0437,89.0169,0.0437,286,14.00%
,7037,0,0.564479164,438,0.0438,89.2206,0.0438,286,14.00%
,9983,1,0.56444913,439,0.0439,89.4243,0.0439,287,14.10%
,7398,1,0.564058415,440,0.044,89.628,0.044,288,14.10%
,7317,1,0.56402979,441,0.0441,89.8317,0.0441,289,14.20%
,3763,0,0.563863146,442,0.0442,90.0354,0.0442,289,14.20%
,4681,0,0.563840608,443,0.0443,90.2391,0.0443,289,14.20%
,9766,0,0.563822776,444,0.0444,90.4428,0.0444,289,14.20%
,4800,1,0.563696415,445,0.0445,90.6465,0.0445,290,14.20%
,9377,1,0.563657783,446,0.0446,90.8502,0.0446,291,14.30%
,2221,0,0.563287175,447,0.0447,91.0539,0.0447,291,14.30%
,9224,0,0.562907074,448,0.0448,91.2576,0.0448,291,14.30%
,2880,1,0.562858542,449,0.0449,91.4613,0.0449,292,14.30%
,4314,0,0.562450614,450,0.045,91.665,0.045,292,14.30%
,2062,0,0.56087063,451,0.0451,91.8687,0.0451,292,14.30%
,3411,0,0.560535314,452,0.0452,92.0724,0.0452,292,14.30%
,8749,1,0.559922686,453,0.0453,92.2761,0.0453,293,14.40%
,8423,1,0.559893194,454,0.0454,92.4798,0.0454,294,14.40%
,2824,0,0.558707954,455,0.0455,92.6835,0.0455,294,14.40%
,2660,1,0.558554112,456,0.0456,92.8872,0.0456,295,14.50%
,1227,0,0.55723625,457,0.0457,93.0909,0.0457,295,14.50%
,6256,1,0.556950995,458,0.0458,93.2946,0.0458,296,14.50%
,9129,1,0.556949688,459,0.0459,93.4983,0.0459,297,14.60%
,5515,1,0.556790419,460,0.046,93.702,0.046,298,14.60%
,6059,1,0.556711086,461,0.0461,93.9057,0.0461,299,14.70%
,7970,1,0.556600096,462,0.0462,94.1094,0.0462,300,14.70%
,908,1,0.555957107,463,0.0463,94.3131,0.0463,301,14.80%
,2506,0,0.55561739,464,0.0464,94.5168,0.0464,301,14.80%
,1071,1,0.555118636,465,0.0465,94.7205,0.0465,302,14.80%
,3225,1,0.554939953,466,0.0466,94.9242,0.0466,303,14.90%
,4298,1,0.553947496,467,0.0467,95.1279,0.0467,304,14.90%
,7765,1,0.553631535,468,0.0468,95.3316,0.0468,305,15.00%
,2648,1,0.553364657,469,0.0469,95.5353,0.0469,306,15.00%
,4645,0,0.553194907,470,0.047,95.739,0.047,306,15.00%
,9992,1,0.553136382,471,0.0471,95.9427,0.0471,307,15.10%
,7396,1,0.552993924,472,0.0472,96.1464,0.0472,308,15.10%
,6576,1,0.552933362,473,0.0473,96.3501,0.0473,309,15.20%
,7760,1,0.552582005,474,0.0474,96.5538,0.0474,310,15.20%
,6078,0,0.552466342,475,0.0475,96.7575,0.0475,310,15.20%
,9577,0,0.551463361,476,0.0476,96.9612,0.0476,310,15.20%
,1106,0,0.551427402,477,0.0477,97.1649,0.0477,310,15.20%
,1874,0,0.551349707,478,0.0478,97.3686,0.0478,310,15.20%
,9139,1,0.550979501,479,0.0479,97.5723,0.0479,311,15.30%
,3640,1,0.550894592,480,0.048,97.776,0.048,312,15.30%
,536,1,0.55010785,481,0.0481,97.9797,0.0481,313,15.40%
,9178,0,0.549706171,482,0.0482,98.1834,0.0482,313,15.40%
,2540,1,0.549697395,483,0.0483,98.3871,0.0483,314,15.40%
,9439,1,0.549643954,484,0.0484,98.5908,0.0484,315,15.50%
,7227,0,0.548890679,485,0.0485,98.7945,0.0485,315,15.50%
,3898,0,0.548632248,486,0.0486,98.9982,0.0486,315,15.50%
,4598,1,0.548402723,487,0.0487,99.2019,0.0487,316,15.50%
,7301,0,0.548143349,488,0.0488,99.4056,0.0488,316,15.50%
,6290,1,0.548087445,489,0.0489,99.6093,0.0489,317,15.60%
,5848,1,0.547854797,490,0.049,99.813,0.049,318,15.60%
,9493,1,0.547721781,491,0.0491,100.0167,0.0491,319,15.70%
,9737,0,0.547274319,492,0.0492,100.2204,0.0492,319,15.70%
,7273,0,0.546046346,493,0.0493,100.4241,0.0493,319,15.70%
,1185,0,0.545659697,494,0.0494,100.6278,0.0494,319,15.70%
,253,0,0.54506566,495,0.0495,100.8315,0.0495,319,15.70%
,4367,0,0.544952887,496,0.0496,101.0352,0.0496,319,15.70%
,4275,1,0.544281914,497,0.0497,101.2389,0.0497,320,15.70%
,7220,1,0.544128905,498,0.0498,101.4426,0.0498,321,15.80%
,767,0,0.54384253,499,0.0499,101.6463,0.0499,321,15.80%
,4687,1,0.543431282,500,0.05,101.85,0.05,322,15.80%
,1058,1,0.543409986,501,0.0501,102.0537,0.0501,323,15.90%
,889,0,0.543184198,502,0.0502,102.2574,0.0502,323,15.90%
,3958,1,0.542972955,503,0.0503,102.4611,0.0503,324,15.90%
,7773,1,0.542660298,504,0.0504,102.6648,0.0504,325,16.00%
,2028,1,0.542480311,505,0.0505,102.8685,0.0505,326,16.00%
,3352,0,0.542014589,506,0.0506,103.0722,0.0506,326,16.00%
,159,0,0.541404042,507,0.0507,103.2759,0.0507,326,16.00%
,9491,0,0.541299013,508,0.0508,103.4796,0.0508,326,16.00%
,6413,1,0.541173387,509,0.0509,103.6833,0.0509,327,16.10%
,6309,1,0.541160737,510,0.051,103.887,0.051,328,16.10%
,5308,1,0.540668778,511,0.0511,104.0907,0.0511,329,16.20%
,9039,1,0.540573241,512,0.0512,104.2944,0.0512,330,16.20%
,4510,0,0.539842387,513,0.0513,104.4981,0.0513,330,16.20%
,3496,0,0.539647996,514,0.0514,104.7018,0.0514,330,16.20%
,905,1,0.539611803,515,0.0515,104.9055,0.0515,331,16.20%
,5777,1,0.53878319,516,0.0516,105.1092,0.0516,332,16.30%
,2433,1,0.538732613,517,0.0517,105.3129,0.0517,333,16.30%
,5106,1,0.538380507,518,0.0518,105.5166,0.0518,334,16.40%
,9839,1,0.538204274,519,0.0519,105.7203,0.0519,335,16.40%
,2570,0,0.537416067,520,0.052,105.924,0.052,335,16.40%
,55,1,0.537252316,521,0.0521,106.1277,0.0521,336,16.50%
,9415,1,0.5370247,522,0.0522,106.3314,0.0522,337,16.50%
,2789,0,0.536865979,523,0.0523,106.5351,0.0523,337,16.50%
,9881,0,0.535891635,524,0.0524,106.7388,0.0524,337,16.50%
,67,0,0.535783388,525,0.0525,106.9425,0.0525,337,16.50%
,3312,0,0.534875387,526,0.0526,107.1462,0.0526,337,16.50%
,494,1,0.534726804,527,0.0527,107.3499,0.0527,338,16.60%
,4374,1,0.534657461,528,0.0528,107.5536,0.0528,339,16.60%
,5647,1,0.534554822,529,0.0529,107.7573,0.0529,340,16.70%
,3461,0,0.534365256,530,0.053,107.961,0.053,340,16.70%
,6367,0,0.534003799,531,0.0531,108.1647,0.0531,340,16.70%
,6519,1,0.533094951,532,0.0532,108.3684,0.0532,341,16.70%
,6896,1,0.53309189,533,0.0533,108.5721,0.0533,342,16.80%
,2560,0,0.532504126,534,0.0534,108.7758,0.0534,342,16.80%
,6117,0,0.532098724,535,0.0535,108.9795,0.0535,342,16.80%
,1352,1,0.53209103,536,0.0536,109.1832,0.0536,343,16.80%
,2792,0,0.532060208,537,0.0537,109.3869,0.0537,343,16.80%
,5824,1,0.531986383,538,0.0538,109.5906,0.0538,344,16.90%
,698,1,0.531770567,539,0.0539,109.7943,0.0539,345,16.90%
,7766,0,0.531746212,540,0.054,109.998,0.054,345,16.90%
,9095,0,0.531270281,541,0.0541,110.2017,0.0541,345,16.90%
,3284,0,0.531172998,542,0.0542,110.4054,0.0542,345,16.90%
,434,1,0.530863786,543,0.0543,110.6091,0.0543,346,17.00%
,5491,0,0.53058078,544,0.0544,110.8128,0.0544,346,17.00%
,5781,0,0.530418054,545,0.0545,111.0165,0.0545,346,17.00%
,4034,1,0.530286621,546,0.0546,111.2202,0.0546,347,17.00%
,2929,1,0.530190681,547,0.0547,111.4239,0.0547,348,17.10%
,2136,1,0.530148587,548,0.0548,111.6276,0.0548,349,17.10%
,3890,0,0.529719673,549,0.0549,111.8313,0.0549,349,17.10%
,2408,1,0.529584882,550,0.055,112.035,0.055,350,17.20%
,7784,1,0.529409522,551,0.0551,112.2387,0.0551,351,17.20%
,5286,1,0.528924522,552,0.0552,112.4424,0.0552,352,17.30%
,407,1,0.52853903,553,0.0553,112.6461,0.0553,353,17.30%
,7823,1,0.528359706,554,0.0554,112.8498,0.0554,354,17.40%
,8216,1,0.528273723,555,0.0555,113.0535,0.0555,355,17.40%
,7549,0,0.528034437,556,0.0556,113.2572,0.0556,355,17.40%
,9909,0,0.527930806,557,0.0557,113.4609,0.0557,355,17.40%
,7427,1,0.527898819,558,0.0558,113.6646,0.0558,356,17.50%
,2400,0,0.527866498,559,0.0559,113.8683,0.0559,356,17.50%
,6697,0,0.527031839,560,0.056,114.072,0.056,356,17.50%
,984,1,0.526846266,561,0.0561,114.2757,0.0561,357,17.50%
,6497,1,0.52659772,562,0.0562,114.4794,0.0562,358,17.60%
,8745,1,0.526476305,563,0.0563,114.6831,0.0563,359,17.60%
,7207,0,0.526344413,564,0.0564,114.8868,0.0564,359,17.60%
,7203,0,0.526127881,565,0.0565,115.0905,0.0565,359,17.60%
,5425,1,0.525986649,566,0.0566,115.2942,0.0566,360,17.70%
,6918,0,0.525823519,567,0.0567,115.4979,0.0567,360,17.70%
,2064,1,0.525451815,568,0.0568,115.7016,0.0568,361,17.70%
,5759,1,0.525420847,569,0.0569,115.9053,0.0569,362,17.80%
,1056,0,0.525286163,570,0.057,116.109,0.057,362,17.80%
,8956,1,0.524765125,571,0.0571,116.3127,0.0571,363,17.80%
,1963,1,0.524409497,572,0.0572,116.5164,0.0572,364,17.90%
,9654,0,0.52436683,573,0.0573,116.7201,0.0573,364,17.90%
,4668,1,0.524183737,574,0.0574,116.9238,0.0574,365,17.90%
,8695,0,0.523940455,575,0.0575,117.1275,0.0575,365,17.90%
,539,1,0.522503546,576,0.0576,117.3312,0.0576,366,18.00%
,7240,1,0.522039863,577,0.0577,117.5349,0.0577,367,18.00%
,3828,1,0.521791439,578,0.0578,117.7386,0.0578,368,18.10%
,4755,1,0.521695884,579,0.0579,117.9423,0.0579,369,18.10%
,6429,1,0.521250281,580,0.058,118.146,0.058,370,18.20%
,4221,1,0.521015336,581,0.0581,118.3497,0.0581,371,18.20%
,9601,1,0.520960252,582,0.0582,118.5534,0.0582,372,18.30%
,5349,1,0.520849672,583,0.0583,118.7571,0.0583,373,18.30%
,2357,0,0.520465044,584,0.0584,118.9608,0.0584,373,18.30%
,6969,0,0.519737168,585,0.0585,119.1645,0.0585,373,18.30%
,6067,0,0.519548308,586,0.0586,119.3682,0.0586,373,18.30%
,3055,0,0.518993672,587,0.0587,119.5719,0.0587,373,18.30%
,5728,1,0.518722168,588,0.0588,119.7756,0.0588,374,18.40%
,8863,1,0.518284691,589,0.0589,119.9793,0.0589,375,18.40%
,1607,0,0.518214318,590,0.059,120.183,0.059,375,18.40%
,4274,0,0.517225912,591,0.0591,120.3867,0.0591,375,18.40%
,423,1,0.517071861,592,0.0592,120.5904,0.0592,376,18.50%
,7178,0,0.516887313,593,0.0593,120.7941,0.0593,376,18.50%
,5086,1,0.516388778,594,0.0594,120.9978,0.0594,377,18.50%
,8847,0,0.516326608,595,0.0595,121.2015,0.0595,377,18.50%
,139,1,0.51609322,596,0.0596,121.4052,0.0596,378,18.60%
,711,0,0.515961835,597,0.0597,121.6089,0.0597,378,18.60%
,9578,1,0.515793048,598,0.0598,121.8126,0.0598,379,18.60%
,6395,0,0.515515466,599,0.0599,122.0163,0.0599,379,18.60%
,1061,0,0.515432009,600,0.06,122.22,0.06,379,18.60%
,1895,0,0.515053946,601,0.0601,122.4237,0.0601,379,18.60%
,5342,0,0.515043115,602,0.0602,122.6274,0.0602,379,18.60%
,2192,1,0.515003079,603,0.0603,122.8311,0.0603,380,18.70%
,768,1,0.514800334,604,0.0604,123.0348,0.0604,381,18.70%
,7446,1,0.51439314,605,0.0605,123.2385,0.0605,382,18.80%
,2838,0,0.514296862,606,0.0606,123.4422,0.0606,382,18.80%
,6710,1,0.514248975,607,0.0607,123.6459,0.0607,383,18.80%
,6811,0,0.514221693,608,0.0608,123.8496,0.0608,383,18.80%
,9339,0,0.513925113,609,0.0609,124.0533,0.0609,383,18.80%
,6943,0,0.512823445,610,0.061,124.257,0.061,383,18.80%
,8554,0,0.512465637,611,0.0611,124.4607,0.0611,383,18.80%
,9117,0,0.512372253,612,0.0612,124.6644,0.0612,383,18.80%
,6184,0,0.512316906,613,0.0613,124.8681,0.0613,383,18.80%
,1252,1,0.512264113,614,0.0614,125.0718,0.0614,384,18.90%
,7329,1,0.512230731,615,0.0615,125.2755,0.0615,385,18.90%
,4014,1,0.511934754,616,0.0616,125.4792,0.0616,386,18.90%
,7095,0,0.511172155,617,0.0617,125.6829,0.0617,386,18.90%
,1166,0,0.510828884,618,0.0618,125.8866,0.0618,386,18.90%
,3581,0,0.510596259,619,0.0619,126.0903,0.0619,386,18.90%
,4642,0,0.51020871,620,0.062,126.294,0.062,386,18.90%
,2140,1,0.509920781,621,0.0621,126.4977,0.0621,387,19.00%
,3246,1,0.509861189,622,0.0622,126.7014,0.0622,388,19.00%
,3481,1,0.509757705,623,0.0623,126.9051,0.0623,389,19.10%
,7605,1,0.509525052,624,0.0624,127.1088,0.0624,390,19.10%
,4885,1,0.509487777,625,0.0625,127.3125,0.0625,391,19.20%
,9221,1,0.509411,626,0.0626,127.5162,0.0626,392,19.20%
,9065,0,0.509292174,627,0.0627,127.7199,0.0627,392,19.20%
,7790,0,0.50884182,628,0.0628,127.9236,0.0628,392,19.20%
,4432,0,0.508130821,629,0.0629,128.1273,0.0629,392,19.20%
,3430,1,0.508007809,630,0.063,128.331,0.063,393,19.30%
,4010,0,0.507890538,631,0.0631,128.5347,0.0631,393,19.30%
,8305,0,0.507819644,632,0.0632,128.7384,0.0632,393,19.30%
,244,1,0.507794924,633,0.0633,128.9421,0.0633,394,19.30%
,1818,0,0.507386422,634,0.0634,129.1458,0.0634,394,19.30%
,9976,1,0.506628027,635,0.0635,129.3495,0.0635,395,19.40%
,841,1,0.506264549,636,0.0636,129.5532,0.0636,396,19.40%
,238,1,0.506205432,637,0.0637,129.7569,0.0637,397,19.50%
,5654,0,0.506192689,638,0.0638,129.9606,0.0638,397,19.50%
,6708,1,0.505380883,639,0.0639,130.1643,0.0639,398,19.50%
,9053,1,0.505339635,640,0.064,130.368,0.064,399,19.60%
,4326,0,0.504866109,641,0.0641,130.5717,0.0641,399,19.60%
,3732,1,0.504847032,642,0.0642,130.7754,0.0642,400,19.60%
,8252,0,0.504734252,643,0.0643,130.9791,0.0643,400,19.60%
,860,1,0.504075392,644,0.0644,131.1828,0.0644,401,19.70%
,7883,1,0.50388414,645,0.0645,131.3865,0.0645,402,19.70%
,6217,0,0.502914736,646,0.0646,131.5902,0.0646,402,19.70%
,9338,1,0.502714506,647,0.0647,131.7939,0.0647,403,19.80%
,9317,1,0.502039246,648,0.0648,131.9976,0.0648,404,19.80%
,2208,0,0.500921905,649,0.0649,132.2013,0.0649,404,19.80%
,763,1,0.500742133,650,0.065,132.405,0.065,405,19.90%
,2373,1,0.500673342,651,0.0651,132.6087,0.0651,406,19.90%
,6012,1,0.500528012,652,0.0652,132.8124,0.0652,407,20.00%
,2631,0,0.500183546,653,0.0653,133.0161,0.0653,407,20.00%
,1286,0,0.500085995,654,0.0654,133.2198,0.0654,407,20.00%
,6892,1,0.50002293,655,0.0655,133.4235,0.0655,408,20.00%
,7720,0,0.499914853,656,0.0656,133.6272,0.0656,408,20.00%
,9150,0,0.499911622,657,0.0657,133.8309,0.0657,408,20.00%
,5069,0,0.499868452,658,0.0658,134.0346,0.0658,408,20.00%
,6826,0,0.499604894,659,0.0659,134.2383,0.0659,408,20.00%
,8785,1,0.49959881,660,0.066,134.442,0.066,409,20.10%
,8915,0,0.499456857,661,0.0661,134.6457,0.0661,409,20.10%
,2687,0,0.499089786,662,0.0662,134.8494,0.0662,409,20.10%
,8541,0,0.49899463,663,0.0663,135.0531,0.0663,409,20.10%
,2415,1,0.498545743,664,0.0664,135.2568,0.0664,410,20.10%
,6026,0,0.498326285,665,0.0665,135.4605,0.0665,410,20.10%
,8394,1,0.498220175,666,0.0666,135.6642,0.0666,411,20.20%
,1154,1,0.498159373,667,0.0667,135.8679,0.0667,412,20.20%
,8117,1,0.498076562,668,0.0668,136.0716,0.0668,413,20.30%
,2669,1,0.497961247,669,0.0669,136.2753,0.0669,414,20.30%
,3083,1,0.497640491,670,0.067,136.479,0.067,415,20.40%
,6704,1,0.496903649,671,0.0671,136.6827,0.0671,416,20.40%
,3434,0,0.496890917,672,0.0672,136.8864,0.0672,416,20.40%
,7690,0,0.496453134,673,0.0673,137.0901,0.0673,416,20.40%
,7157,0,0.496283211,674,0.0674,137.2938,0.0674,416,20.40%
,9411,0,0.496141754,675,0.0675,137.4975,0.0675,416,20.40%
,9469,0,0.49565644,676,0.0676,137.7012,0.0676,416,20.40%
,6538,0,0.495402559,677,0.0677,137.9049,0.0677,416,20.40%
,8970,0,0.495270864,678,0.0678,138.1086,0.0678,416,20.40%
,6893,1,0.495119817,679,0.0679,138.3123,0.0679,417,20.50%
,1233,1,0.495035108,680,0.068,138.516,0.068,418,20.50%
,8563,1,0.494495897,681,0.0681,138.7197,0.0681,419,20.60%
,7844,1,0.494197067,682,0.0682,138.9234,0.0682,420,20.60%
,1069,1,0.494149765,683,0.0683,139.1271,0.0683,421,20.70%
,1867,0,0.494070749,684,0.0684,139.3308,0.0684,421,20.70%
,9031,1,0.493611735,685,0.0685,139.5345,0.0685,422,20.70%
,1225,0,0.493561465,686,0.0686,139.7382,0.0686,422,20.70%
,5233,1,0.493543788,687,0.0687,139.9419,0.0687,423,20.80%
,5705,1,0.493535383,688,0.0688,140.1456,0.0688,424,20.80%
,4281,1,0.493208117,689,0.0689,140.3493,0.0689,425,20.90%
,1520,1,0.492886913,690,0.069,140.553,0.069,426,20.90%
,5599,0,0.492807685,691,0.0691,140.7567,0.0691,426,20.90%
,4711,0,0.492778572,692,0.0692,140.9604,0.0692,426,20.90%
,160,0,0.492701627,693,0.0693,141.1641,0.0693,426,20.90%
,8403,1,0.492600741,694,0.0694,141.3678,0.0694,427,21.00%
,1410,0,0.492197571,695,0.0695,141.5715,0.0695,427,21.00%
,8172,1,0.492082049,696,0.0696,141.7752,0.0696,428,21.00%
,881,1,0.492066665,697,0.0697,141.9789,0.0697,429,21.10%
,8937,1,0.491684482,698,0.0698,142.1826,0.0698,430,21.10%
,367,0,0.491112584,699,0.0699,142.3863,0.0699,430,21.10%
,9314,0,0.490484086,700,0.07,142.59,0.07,430,21.10%
,1273,0,0.490301323,701,0.0701,142.7937,0.0701,430,21.10%
,6304,1,0.490295233,702,0.0702,142.9974,0.0702,431,21.20%
,8919,1,0.489996985,703,0.0703,143.2011,0.0703,432,21.20%
,2925,0,0.489983144,704,0.0704,143.4048,0.0704,432,21.20%
,2237,1,0.489853313,705,0.0705,143.6085,0.0705,433,21.30%
,1561,0,0.489745025,706,0.0706,143.8122,0.0706,433,21.30%
,7742,0,0.489614105,707,0.0707,144.0159,0.0707,433,21.30%
,9116,0,0.489525827,708,0.0708,144.2196,0.0708,433,21.30%
,5019,1,0.489401343,709,0.0709,144.4233,0.0709,434,21.30%
,2736,0,0.489319417,710,0.071,144.627,0.071,434,21.30%
,8150,0,0.489181702,711,0.0711,144.8307,0.0711,434,21.30%
,4157,0,0.489042915,712,0.0712,145.0344,0.0712,434,21.30%
,8735,1,0.488835893,713,0.0713,145.2381,0.0713,435,21.40%
,2726,0,0.48877798,714,0.0714,145.4418,0.0714,435,21.40%
,6982,1,0.488588951,715,0.0715,145.6455,0.0715,436,21.40%
,4251,0,0.488124102,716,0.0716,145.8492,0.0716,436,21.40%
,1798,1,0.487824236,717,0.0717,146.0529,0.0717,437,21.50%
,2677,1,0.487697054,718,0.0718,146.2566,0.0718,438,21.50%
,6722,0,0.487355852,719,0.0719,146.4603,0.0719,438,21.50%
,6119,0,0.487342194,720,0.072,146.664,0.072,438,21.50%
,8178,0,0.487123592,721,0.0721,146.8677,0.0721,438,21.50%
,6339,0,0.487104471,722,0.0722,147.0714,0.0722,438,21.50%
,4056,0,0.487098941,723,0.0723,147.2751,0.0723,438,21.50%
,5426,0,0.487013182,724,0.0724,147.4788,0.0724,438,21.50%
,1905,0,0.486918092,725,0.0725,147.6825,0.0725,438,21.50%
,3466,0,0.486831618,726,0.0726,147.8862,0.0726,438,21.50%
,9385,1,0.486714941,727,0.0727,148.0899,0.0727,439,21.60%
,8320,0,0.48644373,728,0.0728,148.2936,0.0728,439,21.60%
,6912,1,0.486272925,729,0.0729,148.4973,0.0729,440,21.60%
,3181,1,0.48619958,730,0.073,148.701,0.073,441,21.60%
,5441,1,0.485997094,731,0.0731,148.9047,0.0731,442,21.70%
,9735,0,0.48596029,732,0.0732,149.1084,0.0732,442,21.70%
,1172,1,0.485848442,733,0.0733,149.3121,0.0733,443,21.70%
,311,0,0.4857685,734,0.0734,149.5158,0.0734,443,21.70%
,6018,0,0.485700771,735,0.0735,149.7195,0.0735,443,21.70%
,3922,1,0.48527,736,0.0736,149.9232,0.0736,444,21.80%
,5279,1,0.485197302,737,0.0737,150.1269,0.0737,445,21.80%
,9966,0,0.484907816,738,0.0738,150.3306,0.0738,445,21.80%
,6957,0,0.484853595,739,0.0739,150.5343,0.0739,445,21.80%
,2275,1,0.484836732,740,0.074,150.738,0.074,446,21.90%
,5600,1,0.484642923,741,0.0741,150.9417,0.0741,447,21.90%
,7425,1,0.484620482,742,0.0742,151.1454,0.0742,448,22.00%
,697,1,0.484437937,743,0.0743,151.3491,0.0743,449,22.00%
,6570,1,0.484139391,744,0.0744,151.5528,0.0744,450,22.10%
,4550,1,0.483870248,745,0.0745,151.7565,0.0745,451,22.10%
,4077,1,0.483678331,746,0.0746,151.9602,0.0746,452,22.20%
,846,0,0.483662344,747,0.0747,152.1639,0.0747,452,22.20%
,3350,1,0.483412929,748,0.0748,152.3676,0.0748,453,22.20%
,5482,1,0.482920826,749,0.0749,152.5713,0.0749,454,22.30%
,2450,1,0.482883644,750,0.075,152.775,0.075,455,22.30%
,7508,1,0.482882564,751,0.0751,152.9787,0.0751,456,22.40%
,3579,1,0.482571265,752,0.0752,153.1824,0.0752,457,22.40%
,7108,0,0.481775517,753,0.0753,153.3861,0.0753,457,22.40%
,5224,0,0.4816981,754,0.0754,153.5898,0.0754,457,22.40%
,8148,1,0.481410034,755,0.0755,153.7935,0.0755,458,22.50%
,6852,0,0.481341686,756,0.0756,153.9972,0.0756,458,22.50%
,9172,0,0.481192384,757,0.0757,154.2009,0.0757,458,22.50%
,8519,1,0.481190845,758,0.0758,154.4046,0.0758,459,22.50%
,6685,1,0.481052924,759,0.0759,154.6083,0.0759,460,22.60%
,229,1,0.480754127,760,0.076,154.812,0.076,461,22.60%
,1612,1,0.480306748,761,0.0761,155.0157,0.0761,462,22.70%
,85,0,0.479775177,762,0.0762,155.2194,0.0762,462,22.70%
,9222,1,0.479553097,763,0.0763,155.4231,0.0763,463,22.70%
,8602,0,0.4792305,764,0.0764,155.6268,0.0764,463,22.70%
,8546,0,0.478981643,765,0.0765,155.8305,0.0765,463,22.70%
,4507,0,0.478739379,766,0.0766,156.0342,0.0766,463,22.70%
,9754,0,0.478240456,767,0.0767,156.2379,0.0767,463,22.70%
,1969,0,0.477828979,768,0.0768,156.4416,0.0768,463,22.70%
,9038,1,0.477767487,769,0.0769,156.6453,0.0769,464,22.80%
,1104,0,0.477748278,770,0.077,156.849,0.077,464,22.80%
,3921,0,0.477730043,771,0.0771,157.0527,0.0771,464,22.80%
,3743,0,0.4766327,772,0.0772,157.2564,0.0772,464,22.80%
